lat,lon,violation_count,peak_hour_share,near_junction,top_violation,score_density,score_peak,score_junction,congestion_impact_score,priority_rank
12.992,77.58800000000001,142,0.29577464788732394,1.0,WRONG PARKING,0.09348441926338988,0.29577464759154926,0.9999999989999999,0.4058971388500048,117
12.978,77.58,180,0.22777777777777777,1.0,NO PARKING,0.12039660056648697,0.22777777754999998,0.9999999989999999,0.40575385549324344,118
12.981,77.575,102,0.3627450980392157,1.0,WRONG PARKING,0.06515580736539295,0.36274509767647056,0.9999999989999999,0.4051269229179906,119
12.98,77.57300000000001,51,0.45098039215686275,1.0,WRONG PARKING,0.029036827195446858,0.45098039170588233,0.9999999989999999,0.4047144916388999,120
12.966000000000001,77.642,38,0.47368421052631576,1.0,NO PARKING,0.019830028328597853,0.4736842100526315,0.9999999989999999,0.40465185587482516,121
12.925,77.618,47,0.48936170212765956,0.9787234042553191,NO PARKING,0.026203966005647165,0.48936170163829784,0.9787234032765957,0.40459134431346183,122
12.976,77.575,188,0.2074468085106383,1.0,WRONG PARKING,0.12606232294608635,0.20744680830319145,0.9999999989999999,0.40452052283368145,123
12.992,77.589,211,0.24170616113744076,0.9478672985781991,WRONG PARKING,0.1423512747874346,0.24170616089573457,0.9478672976303317,0.40387705886196373,124
12.962,77.599,295,0.006779661016949152,1.0,NO PARKING,0.20184135977322815,0.0067796610101694904,0.9999999989999999,0.40227661178864793,125
12.965,77.577,182,0.2032967032967033,1.0,WRONG PARKING,0.12181303116138682,0.20329670309340658,0.9999999989999999,0.4015658558993747,126
12.995000000000001,77.552,14,0.5,1.0,WRONG PARKING,0.0028328611897996936,0.49999999949999996,0.9999999989999999,0.4014164301948998,127
12.966000000000001,77.577,14,0.5,1.0,WRONG PARKING,0.0028328611897996936,0.49999999949999996,0.9999999989999999,0.4014164301948998,128
12.96,77.563,12,0.5,1.0,PARKING IN A MAIN ROAD,0.0014164305948998468,0.49999999949999996,0.9999999989999999,0.4007082148974499,129
12.965,77.642,10,0.5,1.0,NO PARKING,0.0,0.49999999949999996,0.9999999989999999,0.3999999996,130
12.946,77.529,10,0.5,1.0,NO PARKING,0.0,0.49999999949999996,0.9999999989999999,0.3999999996,131
12.936,77.615,127,0.29133858267716534,1.0,NO PARKING,0.08286118980164103,0.2913385823858267,0.9999999989999999,0.3996983110779858,132
12.945,77.571,250,0.072,1.0,NO PARKING,0.1699716713879816,0.07199999992799999,0.9999999989999999,0.39938583537959077,133
12.966000000000001,77.574,109,0.3211009174311927,1.0,WRONG PARKING,0.07011331444754242,0.32110091711009175,0.9999999989999999,0.39927684034578953,134
12.979000000000001,77.581,230,0.23043478260869565,0.9173913043478261,NO PARKING,0.15580736543898313,0.23043478237826084,0.9173913034304347,0.3992080302242741,135
12.911,77.578,21,0.47619047619047616,1.0,WRONG PARKING,0.007790368271949157,0.47619047571428563,0.9999999989999999,0.39913327897883166,136
12.92,77.61,21,0.47619047619047616,1.0,WRONG PARKING,0.007790368271949157,0.47619047571428563,0.9999999989999999,0.39913327897883166,137
12.964,77.584,286,0.006993006993006993,1.0,WRONG PARKING,0.19546742209617884,0.006993006986013985,0.9999999989999999,0.39913231214529216,138
12.984,77.606,27,0.6296296296296297,0.8888888888888888,WRONG PARKING,0.012039660056648697,0.629629629,0.8888888879999999,0.3986124222283243,139
12.973,77.578,235,0.09361702127659574,1.0,WRONG PARKING,0.15934844192623276,0.09361702118297871,0.9999999989999999,0.3983976248997121,140
12.968,77.589,93,0.34408602150537637,1.0,NO PARKING,0.05878186968834364,0.34408602116129033,0.9999999989999999,0.39820813877642985,141
12.963000000000001,77.601,19,0.47368421052631576,1.0,NO PARKING,0.00637393767704931,0.4736842100526315,0.9999999989999999,0.3979238105490509,142
12.979000000000001,77.571,19,0.47368421052631576,1.0,NO PARKING,0.00637393767704931,0.4736842100526315,0.9999999989999999,0.3979238105490509,143
12.961,77.586,31,0.45161290322580644,1.0,WRONG PARKING,0.01487252124644839,0.4516129027741935,0.9999999989999999,0.3977588408780629,144
12.998000000000001,77.553,244,0.07377049180327869,1.0,WRONG PARKING,0.16572237960328207,0.07377049172950818,0.9999999989999999,0.39761528784754263,145
12.934000000000001,77.613,24,0.4583333333333333,1.0,NO PARKING,0.009915014164298927,0.45833333287499994,0.9999999989999999,0.39662417335714945,146
12.976,77.571,37,0.43243243243243246,1.0,WRONG PARKING,0.01912181303114793,0.432432432,0.9999999989999999,0.3960473926155739,147
12.982000000000001,77.607,263,0.026615969581749048,1.0,WRONG PARKING,0.1791784702548306,0.026615969555133075,0.9999999989999999,0.39491242873844185,148
12.965,77.538,127,0.25984251968503935,1.0,WRONG PARKING,0.08286118980164103,0.2598425194251968,0.9999999989999999,0.39339909848585985,149
12.977,77.581,13,0.46153846153846156,1.0,WRONG PARKING,0.00212464589234977,0.4615384610769231,0.9999999989999999,0.3933700148615594,150
12.967,77.574,141,0.23404255319148937,1.0,NO PARKING,0.09277620396593995,0.2340425529574468,0.9999999989999999,0.39319661227445935,151
12.936,77.616,203,0.12315270935960591,1.0,NO PARKING,0.1366855524078352,0.12315270923645319,0.9999999989999999,0.3929733177512082,152
12.989,77.55,36,0.4166666666666667,1.0,WRONG PARKING,0.01841359773369801,0.41666666625,0.9999999989999999,0.392540131816849,153
12.977,77.575,91,0.31868131868131866,1.0,WRONG PARKING,0.05736543909344379,0.3186813183626373,0.9999999989999999,0.39241898291924937,154
12.945,77.595,45,0.4,1.0,NO PARKING,0.024787535410747318,0.3999999996,0.9999999989999999,0.3923937673253736,155
12.984,77.605,75,0.3466666666666667,1.0,WRONG PARKING,0.046033994334245015,0.34666666632,0.9999999989999999,0.39235033013112247,156
12.926,77.55,11,0.45454545454545453,1.0,NO PARKING,0.0007082152974499234,0.454545454090909,0.9999999989999999,0.39126319816690674,157
12.934000000000001,77.691,1042,0.12859884836852206,0.0,NO PARKING,0.730878186968321,0.1285988482399232,0.0,0.3911588631321451,158
12.92,77.584,37,0.40540540540540543,1.0,WRONG PARKING,0.01912181303114793,0.405405405,0.9999999989999999,0.3906419872155739,159
12.957,77.575,40,0.4,1.0,NO PARKING,0.0212464589234977,0.3999999996,0.9999999989999999,0.39062322908174885,160
12.993,77.589,154,0.19480519480519481,1.0,WRONG PARKING,0.10198300283278897,0.19480519461038961,0.9999999989999999,0.38995254003847235,161
12.989,77.559,16,0.4375,1.0,NO PARKING,0.00424929178469954,0.43749999956249996,0.9999999989999999,0.38962464550484976,162
12.964,77.642,44,0.38636363636363635,1.0,NO PARKING,0.024079320113297394,0.3863636359772727,0.9999999989999999,0.3893123869521032,163
12.954,77.544,118,0.2542372881355932,1.0,WRONG PARKING,0.07648725212459172,0.2542372878813559,0.9999999989999999,0.389091083338567,164
12.965,77.57900000000001,52,0.36538461538461536,1.0,WRONG PARKING,0.02974504249289678,0.3653846150192307,0.9999999989999999,0.3879494439502945,165
12.99,77.553,45,0.37777777777777777,1.0,WRONG PARKING,0.024787535410747318,0.37777777739999996,0.9999999989999999,0.3879493228853736,166
12.959,77.577,156,0.1794871794871795,1.0,WRONG PARKING,0.10339943342768881,0.17948717930769229,0.9999999989999999,0.38759715227538283,167
12.977,77.546,36,0.3888888888888889,1.0,NO PARKING,0.01841359773369801,0.3888888885,0.9999999989999999,0.38698457626684896,168
12.976,77.581,134,0.208955223880597,1.0,WRONG PARKING,0.0878186968837905,0.20895522367164177,0.9999999989999999,0.3857003928762236,169
12.998000000000001,77.55,178,0.12921348314606743,1.0,WRONG PARKING,0.11898016997158713,0.12921348301685393,0.9999999989999999,0.3853327812891643,170
12.99,77.55,25,0.4,1.0,WRONG PARKING,0.01062322946174885,0.3999999996,0.9999999989999999,0.3853116143508744,171
12.976,77.561,147,0.1836734693877551,1.0,WRONG PARKING,0.0970254957506395,0.18367346920408162,0.9999999989999999,0.38524744141613604,172
12.966000000000001,77.537,95,0.2736842105263158,1.0,WRONG PARKING,0.06019830028324349,0.27368421025263157,0.9999999989999999,0.384835991892148,173
12.985,77.556,41,0.36585365853658536,1.0,WRONG PARKING,0.021954674220947625,0.3658536581707317,0.9999999989999999,0.3841480684446201,174
12.981,77.599,242,0.0,1.0,WRONG PARKING,0.16430594900838222,0.0,0.9999999989999999,0.3821529742041911,175
13.001,77.55,209,0.05741626794258373,1.0,WRONG PARKING,0.14093484419253474,0.05741626788516746,0.9999999989999999,0.38195067537330085,176
12.952,77.59100000000001,15,0.4,1.0,NO PARKING,0.0035410764872496167,0.3999999996,0.9999999989999999,0.3817705378636248,177
12.961,77.584,15,0.4,1.0,NO PARKING,0.0035410764872496167,0.3999999996,0.9999999989999999,0.3817705378636248,178
12.925,77.619,67,0.3283582089552239,0.9850746268656716,NO PARKING,0.04036827195464563,0.32835820862686566,0.9850746258805969,0.38137816546687503,179
12.967,77.578,135,0.18518518518518517,1.0,WRONG PARKING,0.08852691218124042,0.18518518499999997,0.9999999989999999,0.38130049279062017,180
12.983,77.60300000000001,76,0.2894736842105263,1.0,NO PARKING,0.04674220963169494,0.2894736839210526,0.9999999989999999,0.381265841300058,181
12.991,77.58800000000001,86,0.26744186046511625,1.0,WRONG PARKING,0.05382436260619418,0.26744186019767435,0.9999999989999999,0.38040055304263193,182
12.94,77.584,27,0.37037037037037035,1.0,WRONG PARKING,0.012039660056648697,0.37037036999999995,0.9999999989999999,0.3800939037283243,183
12.939,77.58,10,0.4,1.0,NO PARKING,0.0,0.3999999996,0.9999999989999999,0.37999999962,184
12.981,77.59400000000001,10,0.4,1.0,NO PARKING,0.0,0.3999999996,0.9999999989999999,0.37999999962,185
12.973,77.581,172,0.11046511627906977,1.0,WRONG PARKING,0.11473087818688758,0.11046511616860465,0.9999999989999999,0.37945846202716466,186
12.928,77.581,221,0.02262443438914027,1.0,NO PARKING,0.14943342776193383,0.022624434366515834,0.9999999989999999,0.37924160045427,187
12.917,77.57300000000001,125,0.192,1.0,NO PARKING,0.08144475920674119,0.19199999980799998,0.9999999989999999,0.37912237926497055,188
12.927,77.551,92,0.25,1.0,NO PARKING,0.058073654390893716,0.24999999974999998,0.9999999989999999,0.3790368268454468,189
12.966000000000001,77.536,75,0.28,1.0,WRONG PARKING,0.046033994334245015,0.27999999972,0.9999999989999999,0.3790169968111225,190
12.944,77.571,116,0.19827586206896552,1.0,WRONG PARKING,0.07507082152969188,0.19827586187068966,0.9999999989999999,0.3771905828389839,191
12.982000000000001,77.599,167,0.10778443113772455,1.0,WRONG PARKING,0.11118980169963796,0.10778443102994012,0.9999999989999999,0.37715178675580696,192
13.003,77.55,178,0.08426966292134831,1.0,WRONG PARKING,0.11898016997158713,0.08426966283707864,0.9999999989999999,0.37634401725320926,193
12.977,77.545,96,0.22916666666666666,1.0,NO PARKING,0.06090651558069341,0.22916666643749997,0.9999999989999999,0.37628659077784665,194
12.971,77.598,208,0.028846153846153848,1.0,NO PARKING,0.14022662889508483,0.028846153817307693,0.9999999989999999,0.3758825449110039,195
12.98,77.61,188,0.05851063829787234,1.0,NO PARKING,0.12606232294608635,0.0585106382393617,0.9999999989999999,0.37473328882091544,196
12.947000000000001,77.59100000000001,42,0.30952380952380953,1.0,NO PARKING,0.02266288951839755,0.3095238092142857,0.9999999989999999,0.3732362063020559,197
12.945,77.59700000000001,11,0.36363636363636365,1.0,NO PARKING,0.0007082152974499234,0.36363636327272725,0.9999999989999999,0.3730813800032704,198
